HWO UVI temporary performance curves (v1 - July 2024; Kevin France, UV SDS) - G120M MOS - EAC1 telescope estimate - MCP detector
Wavelength    Read Noise      Sky           Dark          A_Eff        BEF           Disp_Width    XDisp_Width
(Angstroms) (Cnt/Exposure) (Cnt/s/res)   (Cnt/s/res)      (cm^2)  (Erg/cm^2/s/res)   (N_resels)     (N_resels)
      1208.00, 0.0, 1.46E-04,  5.00E-06,  3.249E+04,  7.585E-20,  3.1,  3.1
      1209.00, 0.0, 1.68E-04,  5.00E-06,  3.245E+04,  8.691E-20,  3.1,  3.1
      1210.00, 0.0, 1.97E-04,  5.00E-06,  3.242E+04,  1.019E-19,  3.1,  3.1
      1211.00, 0.0, 2.39E-04,  5.00E-06,  3.238E+04,  1.232E-19,  3.1,  3.1
      1212.00, 0.0, 3.04E-04,  5.00E-06,  3.235E+04,  1.563E-19,  3.1,  3.1
      1213.00, 0.0, 4.18E-04,  5.00E-06,  3.231E+04,  2.140E-19,  3.1,  3.1
      1214.00, 0.0, 6.68E-04,  5.00E-06,  3.228E+04,  3.408E-19,  3.1,  3.1
      1215.00, 0.0, 1.66E-03,  5.00E-06,  3.224E+04,  8.446E-19,  3.1,  3.1
      1216.00, 0.0, 3.35E-03,  5.00E-06,  3.221E+04,  1.701E-18,  3.1,  3.1
      1217.00, 0.0, 8.38E-04,  5.00E-06,  3.217E+04,  4.282E-19,  3.1,  3.1
      1218.00, 0.0, 4.79E-04,  5.00E-06,  3.214E+04,  2.458E-19,  3.1,  3.1
      1219.00, 0.0, 3.35E-04,  5.00E-06,  3.211E+04,  1.729E-19,  3.1,  3.1
      1220.00, 0.0, 2.57E-04,  5.00E-06,  3.207E+04,  1.337E-19,  3.1,  3.1
      1221.00, 0.0, 2.09E-04,  5.00E-06,  3.204E+04,  1.092E-19,  3.1,  3.1
      1222.00, 0.0, 1.76E-04,  5.00E-06,  3.200E+04,  9.240E-20,  3.1,  3.1
      1223.00, 0.0, 1.52E-04,  5.00E-06,  3.197E+04,  8.021E-20,  3.1,  3.1
      1224.00, 0.0, 1.34E-04,  5.00E-06,  3.193E+04,  7.094E-20,  3.1,  3.1
      1225.00, 0.0, 1.19E-04,  5.00E-06,  3.190E+04,  6.366E-20,  3.1,  3.1
      1226.00, 0.0, 1.08E-04,  5.00E-06,  3.186E+04,  5.779E-20,  3.1,  3.1
      1227.00, 0.0, 9.82E-05,  5.00E-06,  3.183E+04,  5.296E-20,  3.1,  3.1
      1228.00, 0.0, 9.02E-05,  5.00E-06,  3.180E+04,  4.891E-20,  3.1,  3.1
      1229.00, 0.0, 8.35E-05,  5.00E-06,  3.178E+04,  4.546E-20,  3.1,  3.1
      1230.00, 0.0, 7.77E-05,  5.00E-06,  3.176E+04,  4.250E-20,  3.1,  3.1
      1231.00, 0.0, 7.26E-05,  5.00E-06,  3.174E+04,  3.992E-20,  3.1,  3.1
      1232.00, 0.0, 6.82E-05,  5.00E-06,  3.171E+04,  3.766E-20,  3.1,  3.1
      1233.00, 0.0, 6.42E-05,  5.00E-06,  3.169E+04,  3.566E-20,  3.1,  3.1
      1234.00, 0.0, 6.07E-05,  5.00E-06,  3.167E+04,  3.388E-20,  3.1,  3.1
      1235.00, 0.0, 5.76E-05,  5.00E-06,  3.165E+04,  3.228E-20,  3.1,  3.1
      1236.00, 0.0, 5.48E-05,  5.00E-06,  3.162E+04,  3.084E-20,  3.1,  3.1
      1237.00, 0.0, 5.22E-05,  5.00E-06,  3.160E+04,  2.954E-20,  3.1,  3.1
      1238.00, 0.0, 4.99E-05,  5.00E-06,  3.158E+04,  2.835E-20,  3.1,  3.1
      1239.00, 0.0, 4.77E-05,  5.00E-06,  3.156E+04,  2.726E-20,  3.1,  3.1
      1240.00, 0.0, 4.58E-05,  5.00E-06,  3.153E+04,  2.627E-20,  3.1,  3.1
      1241.00, 0.0, 4.40E-05,  5.00E-06,  3.151E+04,  2.535E-20,  3.1,  3.1
      1242.00, 0.0, 4.23E-05,  5.00E-06,  3.149E+04,  2.450E-20,  3.1,  3.1
      1243.00, 0.0, 4.08E-05,  5.00E-06,  3.147E+04,  2.371E-20,  3.1,  3.1
      1244.00, 0.0, 3.93E-05,  5.00E-06,  3.144E+04,  2.298E-20,  3.1,  3.1
      1245.00, 0.0, 3.80E-05,  5.00E-06,  3.142E+04,  2.230E-20,  3.1,  3.1
      1246.00, 0.0, 3.67E-05,  5.00E-06,  3.140E+04,  2.166E-20,  3.1,  3.1
      1247.00, 0.0, 3.56E-05,  5.00E-06,  3.137E+04,  2.107E-20,  3.1,  3.1
      1248.00, 0.0, 3.45E-05,  5.00E-06,  3.135E+04,  2.051E-20,  3.1,  3.1
      1249.00, 0.0, 3.34E-05,  5.00E-06,  3.133E+04,  1.998E-20,  3.1,  3.1
      1250.00, 0.0, 3.25E-05,  5.00E-06,  3.130E+04,  1.949E-20,  3.1,  3.1
      1251.00, 0.0, 3.16E-05,  5.00E-06,  3.128E+04,  1.902E-20,  3.1,  3.1
      1252.00, 0.0, 3.07E-05,  5.00E-06,  3.126E+04,  1.858E-20,  3.1,  3.1
      1253.00, 0.0, 2.99E-05,  5.00E-06,  3.123E+04,  1.816E-20,  3.1,  3.1
      1254.00, 0.0, 2.91E-05,  5.00E-06,  3.121E+04,  1.777E-20,  3.1,  3.1
      1255.00, 0.0, 2.84E-05,  5.00E-06,  3.119E+04,  1.739E-20,  3.1,  3.1
      1256.00, 0.0, 2.76E-05,  5.00E-06,  3.116E+04,  1.704E-20,  3.1,  3.1
      1257.00, 0.0, 2.70E-05,  5.00E-06,  3.114E+04,  1.670E-20,  3.1,  3.1
      1258.00, 0.0, 2.63E-05,  5.00E-06,  3.112E+04,  1.637E-20,  3.1,  3.1
      1259.00, 0.0, 2.57E-05,  5.00E-06,  3.109E+04,  1.606E-20,  3.1,  3.1
      1260.00, 0.0, 2.52E-05,  5.00E-06,  3.106E+04,  1.577E-20,  3.1,  3.1
      1261.00, 0.0, 2.46E-05,  5.00E-06,  3.100E+04,  1.549E-20,  3.1,  3.1
      1262.00, 0.0, 2.40E-05,  5.00E-06,  3.093E+04,  1.522E-20,  3.1,  3.1
      1263.00, 0.0, 2.35E-05,  5.00E-06,  3.087E+04,  1.497E-20,  3.1,  3.1
      1264.00, 0.0, 2.30E-05,  5.00E-06,  3.080E+04,  1.473E-20,  3.1,  3.1
      1265.00, 0.0, 2.25E-05,  5.00E-06,  3.074E+04,  1.449E-20,  3.1,  3.1
      1266.00, 0.0, 2.20E-05,  5.00E-06,  3.068E+04,  1.427E-20,  3.1,  3.1
      1267.00, 0.0, 2.15E-05,  5.00E-06,  3.061E+04,  1.405E-20,  3.1,  3.1
      1268.00, 0.0, 2.11E-05,  5.00E-06,  3.055E+04,  1.384E-20,  3.1,  3.1
      1269.00, 0.0, 2.07E-05,  5.00E-06,  3.048E+04,  1.364E-20,  3.1,  3.1
      1270.00, 0.0, 2.03E-05,  5.00E-06,  3.042E+04,  1.345E-20,  3.1,  3.1
      1271.00, 0.0, 1.99E-05,  5.00E-06,  3.036E+04,  1.327E-20,  3.1,  3.1
      1272.00, 0.0, 1.95E-05,  5.00E-06,  3.029E+04,  1.309E-20,  3.1,  3.1
      1273.00, 0.0, 1.91E-05,  5.00E-06,  3.023E+04,  1.292E-20,  3.1,  3.1
      1274.00, 0.0, 1.88E-05,  5.00E-06,  3.017E+04,  1.275E-20,  3.1,  3.1
      1275.00, 0.0, 1.84E-05,  5.00E-06,  3.010E+04,  1.259E-20,  3.1,  3.1
      1276.00, 0.0, 1.81E-05,  5.00E-06,  3.004E+04,  1.244E-20,  3.1,  3.1
      1277.00, 0.0, 1.78E-05,  5.00E-06,  2.998E+04,  1.229E-20,  3.1,  3.1
      1278.00, 0.0, 1.75E-05,  5.00E-06,  2.991E+04,  1.214E-20,  3.1,  3.1
      1279.00, 0.0, 1.72E-05,  5.00E-06,  2.985E+04,  1.200E-20,  3.1,  3.1
      1280.00, 0.0, 1.69E-05,  5.00E-06,  2.979E+04,  1.187E-20,  3.1,  3.1
      1281.00, 0.0, 1.66E-05,  5.00E-06,  2.972E+04,  1.174E-20,  3.1,  3.1
      1282.00, 0.0, 1.63E-05,  5.00E-06,  2.968E+04,  1.161E-20,  3.1,  3.1
      1283.00, 0.0, 1.61E-05,  5.00E-06,  2.963E+04,  1.148E-20,  3.1,  3.1
      1284.00, 0.0, 1.58E-05,  5.00E-06,  2.959E+04,  1.136E-20,  3.1,  3.1
      1285.00, 0.0, 1.56E-05,  5.00E-06,  2.954E+04,  1.124E-20,  3.1,  3.1
      1286.00, 0.0, 1.54E-05,  5.00E-06,  2.949E+04,  1.113E-20,  3.1,  3.1
      1287.00, 0.0, 1.51E-05,  5.00E-06,  2.945E+04,  1.102E-20,  3.1,  3.1
      1288.00, 0.0, 1.49E-05,  5.00E-06,  2.940E+04,  1.091E-20,  3.1,  3.1
      1289.00, 0.0, 1.47E-05,  5.00E-06,  2.936E+04,  1.081E-20,  3.1,  3.1
      1290.00, 0.0, 1.45E-05,  5.00E-06,  2.931E+04,  1.071E-20,  3.1,  3.1
      1291.00, 0.0, 1.43E-05,  5.00E-06,  2.926E+04,  1.061E-20,  3.1,  3.1
      1292.00, 0.0, 1.41E-05,  5.00E-06,  2.922E+04,  1.051E-20,  3.1,  3.1
      1293.00, 0.0, 1.39E-05,  5.00E-06,  2.912E+04,  1.042E-20,  3.1,  3.1
      1294.00, 0.0, 1.36E-05,  5.00E-06,  2.896E+04,  1.034E-20,  3.1,  3.1
      1295.00, 0.0, 1.34E-05,  5.00E-06,  2.881E+04,  1.026E-20,  3.1,  3.1
      1296.00, 0.0, 1.32E-05,  5.00E-06,  2.866E+04,  1.018E-20,  3.1,  3.1
      1297.00, 0.0, 1.30E-05,  5.00E-06,  2.851E+04,  1.011E-20,  3.1,  3.1
      1298.00, 0.0, 1.27E-05,  5.00E-06,  2.836E+04,  1.004E-20,  3.1,  3.1
      1299.00, 0.0, 1.25E-05,  5.00E-06,  2.821E+04,  9.967E-21,  3.1,  3.1
      1300.00, 0.0, 1.24E-05,  5.00E-06,  2.821E+04,  9.885E-21,  3.1,  3.1
      1301.00, 0.0, 1.23E-05,  5.00E-06,  2.821E+04,  9.804E-21,  3.1,  3.1
      1302.00, 0.0, 1.21E-05,  5.00E-06,  2.821E+04,  9.725E-21,  3.1,  3.1
      1303.00, 0.0, 1.20E-05,  5.00E-06,  2.821E+04,  9.648E-21,  3.1,  3.1
      1304.00, 0.0, 1.19E-05,  5.00E-06,  2.821E+04,  9.572E-21,  3.1,  3.1
      1305.00, 0.0, 1.17E-05,  5.00E-06,  2.822E+04,  9.498E-21,  3.1,  3.1
      1306.00, 0.0, 1.16E-05,  5.00E-06,  2.823E+04,  9.425E-21,  3.1,  3.1
      1307.00, 0.0, 1.15E-05,  5.00E-06,  2.823E+04,  9.353E-21,  3.1,  3.1
      1308.00, 0.0, 1.14E-05,  5.00E-06,  2.824E+04,  9.284E-21,  3.1,  3.1
      1309.00, 0.0, 1.13E-05,  5.00E-06,  2.825E+04,  9.215E-21,  3.1,  3.1
      1310.00, 0.0, 1.12E-05,  5.00E-06,  2.826E+04,  9.148E-21,  3.1,  3.1
      1311.00, 0.0, 1.11E-05,  5.00E-06,  2.826E+04,  9.082E-21,  3.1,  3.1
      1312.00, 0.0, 1.10E-05,  5.00E-06,  2.827E+04,  9.018E-21,  3.1,  3.1
      1313.00, 0.0, 1.09E-05,  5.00E-06,  2.828E+04,  8.955E-21,  3.1,  3.1
      1314.00, 0.0, 1.08E-05,  5.00E-06,  2.825E+04,  8.896E-21,  3.1,  3.1
      1315.00, 0.0, 1.06E-05,  5.00E-06,  2.814E+04,  8.846E-21,  3.1,  3.1
      1316.00, 0.0, 1.05E-05,  5.00E-06,  2.804E+04,  8.798E-21,  3.1,  3.1
      1317.00, 0.0, 1.03E-05,  5.00E-06,  2.793E+04,  8.751E-21,  3.1,  3.1
      1318.00, 0.0, 1.02E-05,  5.00E-06,  2.782E+04,  8.704E-21,  3.1,  3.1
      1319.00, 0.0, 1.01E-05,  5.00E-06,  2.771E+04,  8.659E-21,  3.1,  3.1
      1320.00, 0.0, 9.95E-06,  5.00E-06,  2.761E+04,  8.615E-21,  3.1,  3.1
      1321.00, 0.0, 9.83E-06,  5.00E-06,  2.750E+04,  8.572E-21,  3.1,  3.1
      1322.00, 0.0, 9.70E-06,  5.00E-06,  2.739E+04,  8.530E-21,  3.1,  3.1
      1323.00, 0.0, 9.58E-06,  5.00E-06,  2.729E+04,  8.489E-21,  3.1,  3.1
      1324.00, 0.0, 9.46E-06,  5.00E-06,  2.718E+04,  8.449E-21,  3.1,  3.1
      1325.00, 0.0, 9.35E-06,  5.00E-06,  2.708E+04,  8.410E-21,  3.1,  3.1
      1326.00, 0.0, 9.23E-06,  5.00E-06,  2.697E+04,  8.372E-21,  3.1,  3.1
      1327.00, 0.0, 9.12E-06,  5.00E-06,  2.687E+04,  8.334E-21,  3.1,  3.1
      1328.00, 0.0, 9.01E-06,  5.00E-06,  2.676E+04,  8.298E-21,  3.1,  3.1
      1329.00, 0.0, 8.92E-06,  5.00E-06,  2.670E+04,  8.258E-21,  3.1,  3.1
      1330.00, 0.0, 8.83E-06,  5.00E-06,  2.666E+04,  8.217E-21,  3.1,  3.1
      1331.00, 0.0, 8.75E-06,  5.00E-06,  2.662E+04,  8.176E-21,  3.1,  3.1
      1332.00, 0.0, 8.67E-06,  5.00E-06,  2.658E+04,  8.135E-21,  3.1,  3.1
      1333.00, 0.0, 8.59E-06,  5.00E-06,  2.655E+04,  8.096E-21,  3.1,  3.1
      1334.00, 0.0, 8.51E-06,  5.00E-06,  2.651E+04,  8.057E-21,  3.1,  3.1
      1335.00, 0.0, 8.44E-06,  5.00E-06,  2.647E+04,  8.019E-21,  3.1,  3.1
      1336.00, 0.0, 8.36E-06,  5.00E-06,  2.643E+04,  7.981E-21,  3.1,  3.1
      1337.00, 0.0, 8.29E-06,  5.00E-06,  2.639E+04,  7.944E-21,  3.1,  3.1
      1338.00, 0.0, 8.21E-06,  5.00E-06,  2.636E+04,  7.908E-21,  3.1,  3.1
      1339.00, 0.0, 8.14E-06,  5.00E-06,  2.632E+04,  7.873E-21,  3.1,  3.1
      1340.00, 0.0, 8.07E-06,  5.00E-06,  2.628E+04,  7.838E-21,  3.1,  3.1
      1341.00, 0.0, 8.00E-06,  5.00E-06,  2.624E+04,  7.803E-21,  3.1,  3.1
      1342.00, 0.0, 7.93E-06,  5.00E-06,  2.620E+04,  7.769E-21,  3.1,  3.1
      1343.00, 0.0, 7.86E-06,  5.00E-06,  2.617E+04,  7.736E-21,  3.1,  3.1
      1344.00, 0.0, 7.79E-06,  5.00E-06,  2.611E+04,  7.706E-21,  3.1,  3.1
      1345.00, 0.0, 7.72E-06,  5.00E-06,  2.605E+04,  7.676E-21,  3.1,  3.1
      1346.00, 0.0, 7.64E-06,  5.00E-06,  2.598E+04,  7.647E-21,  3.1,  3.1
      1347.00, 0.0, 7.57E-06,  5.00E-06,  2.592E+04,  7.619E-21,  3.1,  3.1
      1348.00, 0.0, 7.50E-06,  5.00E-06,  2.586E+04,  7.591E-21,  3.1,  3.1
      1349.00, 0.0, 7.44E-06,  5.00E-06,  2.580E+04,  7.564E-21,  3.1,  3.1
      1350.00, 0.0, 7.37E-06,  5.00E-06,  2.574E+04,  7.537E-21,  3.1,  3.1
      1351.00, 0.0, 7.30E-06,  5.00E-06,  2.568E+04,  7.510E-21,  3.1,  3.1
      1352.00, 0.0, 7.24E-06,  5.00E-06,  2.561E+04,  7.485E-21,  3.1,  3.1
      1353.00, 0.0, 7.17E-06,  5.00E-06,  2.555E+04,  7.459E-21,  3.1,  3.1
      1354.00, 0.0, 7.11E-06,  5.00E-06,  2.549E+04,  7.434E-21,  3.1,  3.1
      1355.00, 0.0, 7.05E-06,  5.00E-06,  2.543E+04,  7.409E-21,  3.1,  3.1
      1356.00, 0.0, 6.98E-06,  5.00E-06,  2.537E+04,  7.385E-21,  3.1,  3.1
      1357.00, 0.0, 6.92E-06,  5.00E-06,  2.530E+04,  7.362E-21,  3.1,  3.1
      1358.00, 0.0, 6.86E-06,  5.00E-06,  2.524E+04,  7.339E-21,  3.1,  3.1
      1359.00, 0.0, 6.80E-06,  5.00E-06,  2.517E+04,  7.317E-21,  3.1,  3.1
      1360.00, 0.0, 6.74E-06,  5.00E-06,  2.511E+04,  7.295E-21,  3.1,  3.1
      1361.00, 0.0, 6.68E-06,  5.00E-06,  2.504E+04,  7.274E-21,  3.1,  3.1
      1362.00, 0.0, 6.62E-06,  5.00E-06,  2.497E+04,  7.253E-21,  3.1,  3.1
      1363.00, 0.0, 6.56E-06,  5.00E-06,  2.491E+04,  7.232E-21,  3.1,  3.1
      1364.00, 0.0, 6.51E-06,  5.00E-06,  2.484E+04,  7.212E-21,  3.1,  3.1
      1365.00, 0.0, 6.45E-06,  5.00E-06,  2.478E+04,  7.192E-21,  3.1,  3.1
      1366.00, 0.0, 6.40E-06,  5.00E-06,  2.471E+04,  7.172E-21,  3.1,  3.1
      1367.00, 0.0, 6.34E-06,  5.00E-06,  2.465E+04,  7.153E-21,  3.1,  3.1
      1368.00, 0.0, 6.29E-06,  5.00E-06,  2.458E+04,  7.134E-21,  3.1,  3.1
      1369.00, 0.0, 6.24E-06,  5.00E-06,  2.452E+04,  7.116E-21,  3.1,  3.1
      1370.00, 0.0, 6.18E-06,  5.00E-06,  2.445E+04,  7.097E-21,  3.1,  3.1
      1371.00, 0.0, 6.13E-06,  5.00E-06,  2.439E+04,  7.079E-21,  3.1,  3.1
      1372.00, 0.0, 6.08E-06,  5.00E-06,  2.432E+04,  7.062E-21,  3.1,  3.1
      1373.00, 0.0, 6.03E-06,  5.00E-06,  2.426E+04,  7.045E-21,  3.1,  3.1
      1374.00, 0.0, 5.98E-06,  5.00E-06,  2.419E+04,  7.028E-21,  3.1,  3.1
      1375.00, 0.0, 5.93E-06,  5.00E-06,  2.413E+04,  7.011E-21,  3.1,  3.1
      1376.00, 0.0, 5.88E-06,  5.00E-06,  2.406E+04,  6.995E-21,  3.1,  3.1
      1377.00, 0.0, 5.84E-06,  5.00E-06,  2.400E+04,  6.979E-21,  3.1,  3.1
      1378.00, 0.0, 5.79E-06,  5.00E-06,  2.394E+04,  6.963E-21,  3.1,  3.1
      1379.00, 0.0, 5.74E-06,  5.00E-06,  2.388E+04,  6.947E-21,  3.1,  3.1
      1380.00, 0.0, 5.70E-06,  5.00E-06,  2.381E+04,  6.932E-21,  3.1,  3.1
      1381.00, 0.0, 5.65E-06,  5.00E-06,  2.375E+04,  6.916E-21,  3.1,  3.1
      1382.00, 0.0, 5.61E-06,  5.00E-06,  2.369E+04,  6.901E-21,  3.1,  3.1
      1383.00, 0.0, 5.56E-06,  5.00E-06,  2.363E+04,  6.887E-21,  3.1,  3.1
      1384.00, 0.0, 5.52E-06,  5.00E-06,  2.357E+04,  6.872E-21,  3.1,  3.1
      1385.00, 0.0, 5.48E-06,  5.00E-06,  2.351E+04,  6.858E-21,  3.1,  3.1
      1386.00, 0.0, 5.43E-06,  5.00E-06,  2.344E+04,  6.845E-21,  3.1,  3.1
      1387.00, 0.0, 5.39E-06,  5.00E-06,  2.338E+04,  6.831E-21,  3.1,  3.1
      1388.00, 0.0, 5.35E-06,  5.00E-06,  2.332E+04,  6.818E-21,  3.1,  3.1
      1389.00, 0.0, 5.31E-06,  5.00E-06,  2.326E+04,  6.804E-21,  3.1,  3.1
      1390.00, 0.0, 5.27E-06,  5.00E-06,  2.320E+04,  6.792E-21,  3.1,  3.1
      1391.00, 0.0, 5.23E-06,  5.00E-06,  2.314E+04,  6.779E-21,  3.1,  3.1
      1392.00, 0.0, 5.19E-06,  5.00E-06,  2.308E+04,  6.767E-21,  3.1,  3.1
      1393.00, 0.0, 5.15E-06,  5.00E-06,  2.302E+04,  6.754E-21,  3.1,  3.1
      1394.00, 0.0, 5.11E-06,  5.00E-06,  2.296E+04,  6.742E-21,  3.1,  3.1
      1395.00, 0.0, 5.07E-06,  5.00E-06,  2.290E+04,  6.731E-21,  3.1,  3.1
      1396.00, 0.0, 5.04E-06,  5.00E-06,  2.284E+04,  6.719E-21,  3.1,  3.1
      1397.00, 0.0, 5.00E-06,  5.00E-06,  2.278E+04,  6.708E-21,  3.1,  3.1
      1398.00, 0.0, 4.96E-06,  5.00E-06,  2.272E+04,  6.697E-21,  3.1,  3.1
      1399.00, 0.0, 4.93E-06,  5.00E-06,  2.266E+04,  6.686E-21,  3.1,  3.1
      1400.00, 0.0, 4.89E-06,  5.00E-06,  2.260E+04,  6.675E-21,  3.1,  3.1
      1401.00, 0.0, 4.85E-06,  5.00E-06,  2.254E+04,  6.665E-21,  3.1,  3.1
      1402.00, 0.0, 4.82E-06,  5.00E-06,  2.248E+04,  6.654E-21,  3.1,  3.1
      1403.00, 0.0, 4.78E-06,  5.00E-06,  2.242E+04,  6.644E-21,  3.1,  3.1
      1404.00, 0.0, 4.75E-06,  5.00E-06,  2.236E+04,  6.634E-21,  3.1,  3.1
      1405.00, 0.0, 4.71E-06,  5.00E-06,  2.230E+04,  6.625E-21,  3.1,  3.1
      1406.00, 0.0, 4.68E-06,  5.00E-06,  2.224E+04,  6.615E-21,  3.1,  3.1
      1407.00, 0.0, 4.65E-06,  5.00E-06,  2.218E+04,  6.606E-21,  3.1,  3.1
      1408.00, 0.0, 4.61E-06,  5.00E-06,  2.212E+04,  6.597E-21,  3.1,  3.1
      1409.00, 0.0, 4.58E-06,  5.00E-06,  2.206E+04,  6.588E-21,  3.1,  3.1
      1410.00, 0.0, 4.55E-06,  5.00E-06,  2.200E+04,  6.579E-21,  3.1,  3.1
      1411.00, 0.0, 4.52E-06,  5.00E-06,  2.195E+04,  6.570E-21,  3.1,  3.1
      1412.00, 0.0, 4.49E-06,  5.00E-06,  2.190E+04,  6.559E-21,  3.1,  3.1
      1413.00, 0.0, 4.47E-06,  5.00E-06,  2.192E+04,  6.539E-21,  3.1,  3.1
      1414.00, 0.0, 4.46E-06,  5.00E-06,  2.194E+04,  6.520E-21,  3.1,  3.1
      1415.00, 0.0, 4.44E-06,  5.00E-06,  2.196E+04,  6.500E-21,  3.1,  3.1
      1416.00, 0.0, 4.43E-06,  5.00E-06,  2.198E+04,  6.481E-21,  3.1,  3.1
      1417.00, 0.0, 4.41E-06,  5.00E-06,  2.200E+04,  6.462E-21,  3.1,  3.1
      1418.00, 0.0, 4.40E-06,  5.00E-06,  2.202E+04,  6.443E-21,  3.1,  3.1
      1419.00, 0.0, 4.38E-06,  5.00E-06,  2.204E+04,  6.424E-21,  3.1,  3.1
      1420.00, 0.0, 4.37E-06,  5.00E-06,  2.206E+04,  6.405E-21,  3.1,  3.1
      1421.00, 0.0, 4.35E-06,  5.00E-06,  2.208E+04,  6.387E-21,  3.1,  3.1
      1422.00, 0.0, 4.33E-06,  5.00E-06,  2.205E+04,  6.375E-21,  3.1,  3.1
      1423.00, 0.0, 4.29E-06,  5.00E-06,  2.196E+04,  6.373E-21,  3.1,  3.1
      1424.00, 0.0, 4.26E-06,  5.00E-06,  2.187E+04,  6.371E-21,  3.1,  3.1
      1425.00, 0.0, 4.22E-06,  5.00E-06,  2.178E+04,  6.369E-21,  3.1,  3.1
      1426.00, 0.0, 4.19E-06,  5.00E-06,  2.169E+04,  6.367E-21,  3.1,  3.1
      1427.00, 0.0, 4.16E-06,  5.00E-06,  2.160E+04,  6.365E-21,  3.1,  3.1
      1428.00, 0.0, 4.12E-06,  5.00E-06,  2.151E+04,  6.364E-21,  3.1,  3.1
      1429.00, 0.0, 4.09E-06,  5.00E-06,  2.142E+04,  6.363E-21,  3.1,  3.1
      1430.00, 0.0, 4.06E-06,  5.00E-06,  2.133E+04,  6.362E-21,  3.1,  3.1
      1431.00, 0.0, 4.02E-06,  5.00E-06,  2.125E+04,  6.361E-21,  3.1,  3.1
      1432.00, 0.0, 3.99E-06,  5.00E-06,  2.116E+04,  6.360E-21,  3.1,  3.1
      1433.00, 0.0, 3.96E-06,  5.00E-06,  2.107E+04,  6.359E-21,  3.1,  3.1
      1434.00, 0.0, 3.93E-06,  5.00E-06,  2.098E+04,  6.359E-21,  3.1,  3.1
      1435.00, 0.0, 3.89E-06,  5.00E-06,  2.089E+04,  6.358E-21,  3.1,  3.1
      1436.00, 0.0, 3.86E-06,  5.00E-06,  2.081E+04,  6.358E-21,  3.1,  3.1
      1437.00, 0.0, 3.84E-06,  5.00E-06,  2.076E+04,  6.352E-21,  3.1,  3.1
      1438.00, 0.0, 3.82E-06,  5.00E-06,  2.072E+04,  6.344E-21,  3.1,  3.1
      1439.00, 0.0, 3.80E-06,  5.00E-06,  2.069E+04,  6.336E-21,  3.1,  3.1
      1440.00, 0.0, 3.78E-06,  5.00E-06,  2.065E+04,  6.328E-21,  3.1,  3.1
      1441.00, 0.0, 3.76E-06,  5.00E-06,  2.062E+04,  6.320E-21,  3.1,  3.1
      1442.00, 0.0, 3.74E-06,  5.00E-06,  2.058E+04,  6.312E-21,  3.1,  3.1
      1443.00, 0.0, 3.72E-06,  5.00E-06,  2.055E+04,  6.304E-21,  3.1,  3.1
      1444.00, 0.0, 3.70E-06,  5.00E-06,  2.051E+04,  6.297E-21,  3.1,  3.1
      1445.00, 0.0, 3.68E-06,  5.00E-06,  2.048E+04,  6.289E-21,  3.1,  3.1
      1446.00, 0.0, 3.66E-06,  5.00E-06,  2.045E+04,  6.282E-21,  3.1,  3.1
      1447.00, 0.0, 3.64E-06,  5.00E-06,  2.041E+04,  6.275E-21,  3.1,  3.1
      1448.00, 0.0, 3.62E-06,  5.00E-06,  2.038E+04,  6.268E-21,  3.1,  3.1
      1449.00, 0.0, 3.60E-06,  5.00E-06,  2.034E+04,  6.261E-21,  3.1,  3.1
      1450.00, 0.0, 3.58E-06,  5.00E-06,  2.031E+04,  6.254E-21,  3.1,  3.1
      1451.00, 0.0, 3.56E-06,  5.00E-06,  2.027E+04,  6.247E-21,  3.1,  3.1
      1452.00, 0.0, 3.54E-06,  5.00E-06,  2.024E+04,  6.240E-21,  3.1,  3.1
      1453.00, 0.0, 3.52E-06,  5.00E-06,  2.020E+04,  6.233E-21,  3.1,  3.1
      1454.00, 0.0, 3.51E-06,  5.00E-06,  2.017E+04,  6.227E-21,  3.1,  3.1
      1455.00, 0.0, 3.49E-06,  5.00E-06,  2.013E+04,  6.221E-21,  3.1,  3.1
      1456.00, 0.0, 3.47E-06,  5.00E-06,  2.010E+04,  6.215E-21,  3.1,  3.1
      1457.00, 0.0, 3.45E-06,  5.00E-06,  2.004E+04,  6.212E-21,  3.1,  3.1
      1458.00, 0.0, 3.42E-06,  5.00E-06,  1.998E+04,  6.210E-21,  3.1,  3.1
      1459.00, 0.0, 3.40E-06,  5.00E-06,  1.992E+04,  6.208E-21,  3.1,  3.1
      1460.00, 0.0, 3.38E-06,  5.00E-06,  1.987E+04,  6.206E-21,  3.1,  3.1
      1461.00, 0.0, 3.36E-06,  5.00E-06,  1.981E+04,  6.204E-21,  3.1,  3.1
      1462.00, 0.0, 3.34E-06,  5.00E-06,  1.975E+04,  6.203E-21,  3.1,  3.1
      1463.00, 0.0, 3.32E-06,  5.00E-06,  1.969E+04,  6.201E-21,  3.1,  3.1
      1464.00, 0.0, 3.30E-06,  5.00E-06,  1.964E+04,  6.199E-21,  3.1,  3.1
      1465.00, 0.0, 3.28E-06,  5.00E-06,  1.958E+04,  6.198E-21,  3.1,  3.1
      1466.00, 0.0, 3.26E-06,  5.00E-06,  1.952E+04,  6.197E-21,  3.1,  3.1
      1467.00, 0.0, 3.24E-06,  5.00E-06,  1.946E+04,  6.195E-21,  3.1,  3.1
